Quote,Book,Word Count,Topic 1,Purpose,Topic_1_clean,Purpose_clean,word_count,char_count,norm_word_count,norm_char_count,is_short,is_medium,is_long,book
s d ng i ta suy ngh m t c ch nghi m t c v chuy n h s ng tr n i l m g l b i h bi t m t l c n o m nh s ch t.,,30,"life, mortality, purpose","contemplation, inevitability, awareness","['life', 'mortality', 'purpose']","['contemplation', 'inevitability', 'awareness']",44,106,0.14666666666666667,0.053,1,0,0,
"if you only read the books that everyone else is reading, you can only think what everyone else is thinking. that s the world of hicks and slobs. real people would be ashamed of themselves doing that.",Norwegian Wood,36,"conformity, individuality, societal norms","empowerment, self-awareness, defiance","['conformity', 'individuality', 'societal norms']","['empowerment', 'self-awareness', 'defiance']",37,200,0.12333333333333334,0.1,1,0,0,Norwegian Wood
"wherever theres hope theres a trial. youre exactly right. absolutely. hope, however, is limited, and generally abstract, while there are countless trials, and they tend to be concrete. that is also something i had to learn on my own.",1Q84,39,"hope, trials, abstract, concrete","realization, growth, introspection, experience","['hope', 'trials', 'abstract', 'concrete']","['realization', 'growth', 'introspection', 'experience']",39,233,0.13,0.1165,1,0,0,1Q84
"listen, every objects in flux. the earth, time, concepts, love, life, faith, justice, evil--theyre all fluid and in transition. they dont stay in one form or in one place forever. the whole universe is like some big fedex box.",Kafka on the Shore,39,"fluidity, transition, universe","contemplation, impermanence, perspective","['fluidity', 'transition', 'universe']","['contemplation', 'impermanence', 'perspective']",39,226,0.13,0.113,1,0,0,Kafka on the Shore
"you tell me there is no fighting or hatred or desire in the town. that is a beautiful dream, and i do want your happiness. but the absence of fighting or hatred or desire also means the opposites do not exist either. no joy, no communion, no love. only where there is disillusionment and depression and sorrow does happiness arise; without despair or loss, there is no hope.",Hard-Boiled Wonderland and the End of the World,68,"absence, disillusionment, depression","melancholy, reflection, longing, realization","['absence', 'disillusionment', 'depression']","['melancholy', 'reflection', 'longing', 'realization']",68,374,0.22666666666666666,0.187,1,0,0,Hard-Boiled Wonderland and the End of the World
there are no truly strong people. only people who pretend to be strong.,Wind/Pinball: Two Novels,13,"strength, facade, vulnerability","disillusionment, introspection, resilience","['strength', 'facade', 'vulnerability']","['disillusionment', 'introspection', 'resilience']",13,71,0.043333333333333335,0.0355,1,0,0,Wind/Pinball: Two Novels
"so just because i don t exist in the sheep man s world, it doesn t mean that i don t exist at all.",The Strange Library,20,"existence, reality, perception","affirmation, resilience, self-worth","['existence', 'reality', 'perception']","['affirmation', 'resilience', 'self-worth']",24,98,0.08,0.049,1,0,0,The Strange Library
"far away, i could hear them lapping up my brains. like macbeths witches, the three lithe cats surrounded my broken head, slurping up that thick soup inside. the tips of their rough tongues licked the soft folds of my mind. and with each lick my consciousness flickered like a flame and faded away.","Blind Willow, Sleeping Woman",53,"cats, consumption, consciousness","fear, loss, disintegration","['cats', 'consumption', 'consciousness']","['fear', 'loss', 'disintegration']",53,297,0.17666666666666667,0.1485,1,0,0,"Blind Willow, Sleeping Woman"
"i watched the moon alone, unable to share his cold beauty with anyone.",Yesterday,13,"loneliness, beauty, isolation","melancholy, solitude, longing","['loneliness', 'beauty', 'isolation']","['melancholy', 'solitude', 'longing']",13,70,0.043333333333333335,0.035,1,0,0,Yesterday
"why does loving somebody mean you have to hurt them just as much? i mean if that s the way it goes, what s the point of loving someone? why the hell does it have to be like that?",Kafka on the Shore,37,"love, pain, paradox","confusion, questioning, frustration","['love', 'pain', 'paradox']","['confusion', 'questioning', 'frustration']",39,178,0.13,0.089,1,0,0,Kafka on the Shore
you know what i think? she says. that peoples memories are maybe the fuel they burn to stay alive.,After Dark,19,"memory, fuel, staying alive","reflection, existentialism, motivation","['memory', 'fuel', 'staying alive']","['reflection', 'existentialism', 'motivation']",19,98,0.06333333333333334,0.049,1,0,0,After Dark
"but its strange, isnt it? eri said. what is? that amazing time in our lives is gone, and will never return. all the beautiful possibilities we had then have been swallowed up in the flow of time.",Colorless Tsukuru Tazaki and His Years of Pilgrimage,37,"time, possibilities, flow","nostalgia, loss, acceptance","['time', 'possibilities', 'flow']","['nostalgia', 'loss', 'acceptance']",37,195,0.12333333333333334,0.0975,1,0,0,Colorless Tsukuru Tazaki and His Years of Pilgrimage
"no need to worry. time is the remedy for your concerns. it is the key for all things that possess form. true, time does not last forever, but as long as you have it, it is remarkably efficacious. so look forward to the future, my friends.",Killing Commendatore,46,"time, future, form","hope, reassurance, optimism, perspective","['time', 'future', 'form']","['hope', 'reassurance', 'optimism', 'perspective']",46,238,0.15333333333333332,0.119,1,0,0,Killing Commendatore
"sheep hurt my father, and through my father, sheep have also hurt me.",A Wild Sheep Chase,13,"family, generational trauma","pain, connection","['family', 'generational trauma']","['pain', 'connection']",13,69,0.043333333333333335,0.0345,1,0,0,A Wild Sheep Chase
"i can be hurt, you know. i can get as exhausted as anybody else. i can feel so bad i want to cry, too.",Norwegian Wood,24,"vulnerability, emotional turmoil","empathy, authenticity","['vulnerability', 'emotional turmoil']","['empathy', 'authenticity']",24,102,0.08,0.051,1,0,0,Norwegian Wood
"you can have all the desire and ache inside you want, but what you really need is a concrete starting point.",Killing Commendatore,21,"desire, ache, starting point","motivation, clarity, longing","['desire', 'ache', 'starting point']","['motivation', 'clarity', 'longing']",21,108,0.07,0.054,1,0,0,Killing Commendatore
"nah, i shook my head, things that come out of nowhere go back to nowhere, that s all. we fell silent again. the thing we had shared was nothing more than a fragment of time that had died long ago. even so, a faint glimmer of that warm memory still claimed a part of my heart. and when death claimed me, no doubt i would walk along by that faint light in the brief instant before being flung once again into the abyss of nothingness.","Pinball, 1973",84,"memory, passage of time","nostalgia, acceptance","['memory', 'passage of time']","['nostalgia', 'acceptance']",85,432,0.2833333333333333,0.216,0,1,0,"Pinball, 1973"
"exerting yourself to the fullest within your individual limits that s the essence of running, and a metaphor for life",What I Talk About When I Talk About Running,19,"limits, essence, life","motivation, reflection","['limits', 'essence', 'life']","['motivation', 'reflection']",20,117,0.06666666666666667,0.0585,1,0,0,What I Talk About When I Talk About Running
"do you know what sputnik means in russian? travelling companion . i looked it up in a dictionary not long ago. kind of a strange coincidence if you think about it. i wonder why the russians gave their satellite that strange name. it s just a poor little lump of metal, spinning around the earth.",Sputnik Sweetheart,53,"connection, insignificance, exploration","curiosity, wonder, contemplation","['connection', 'insignificance', 'exploration']","['curiosity', 'wonder', 'contemplation']",55,295,0.18333333333333332,0.1475,1,0,0,Sputnik Sweetheart
"painful is the stress when one cannot reproduce or convey vividly to others, however hard he tries, what hes experienced so intensely.",终於悲哀的外國語,22,"intensity, communication","frustration, isolation","['intensity', 'communication']","['frustration', 'isolation']",22,134,0.07333333333333333,0.067,1,0,0,终於悲哀的外國語
"a face is like reading a palm. more than the features you re born with, a face is gradually formed over the passage of time, through all the experiences a person goes through, and no two faces are alike.",Killing Commendatore,38,"identity, uniqueness, experiences","reflection, individuality, appreciation","['identity', 'uniqueness', 'experiences']","['reflection', 'individuality', 'appreciation']",39,203,0.13,0.1015,1,0,0,Killing Commendatore
closing your eyes isn t going to change anything. nothing s going to disappear just because you can t see what s going on . keep your eyes wide open. only a coward closes his eyes.,Kafka on the Shore,31,"perception, reality, courage","empowerment, bravery, awareness","['perception', 'reality', 'courage']","['empowerment', 'bravery', 'awareness']",36,180,0.12,0.09,1,0,0,Kafka on the Shore
"people are born in order to live, right? but the longer i ve lived, the more i ve lost what s inside me - and ended up empty. and i bet the longer i live, the emptier, the more worthless, i ll become. something s wrong with this picture. life isn t supposed to turn out like this! isn t it possible to shift direction, to change where i m headed?",Kafka on the Shore,63,"emptiness, loss, worthlessness","disillusionment, existential crisis","['emptiness', 'loss', 'worthlessness']","['disillusionment', 'existential crisis']",71,346,0.23666666666666666,0.173,1,0,0,Kafka on the Shore
"a short story i have written long ago would barge into my house in the middle of the night, shake me awake and shout, hey,this is no time for sleeping! you cant forget me, theres still more to write! impelled by that voice, i would find myself writing a novel. in this sense, too, my short stories and novels connect inside me in a very natural, organic way.",,68,"creativity, inspiration, writing","urgency, motivation, persistence","['creativity', 'inspiration', 'writing']","['urgency', 'motivation', 'persistence']",68,358,0.22666666666666666,0.179,1,0,0,
"i decided to make spaghetti for lunch again. not that i was the least bit hungry. but i couldnt just go on sitting on the sofa, waiting for the phone to ring. i had to move my body, to begin working toward some goal. i put water in a pot, turned on the gas, and until it boiled i would make tomato sauce while listening to an fm broadcast. the radio was playing an unaccompanied violin sonata by bach. the performance itself was excellent, but there was something annoying about it. i didnt know whether this was the fault of the violinist or of my own present state of mind, but i turned off the music and went on cooking in silence. i heated the olive oil, put garlic in the pan, and added minced onions. when these began to brown, i added the tomatoes that i had chopped and strained. it was good to be cutting things and frying things like this. it gave me a sense of accomplishment that i could feel in my hands. i liked the sounds and the smells.",The Wind-Up Bird Chronicle,184,"waiting, purpose, movement","restlessness, determination","['waiting', 'purpose', 'movement']","['restlessness', 'determination']",184,952,0.6133333333333333,0.476,0,1,0,The Wind-Up Bird Chronicle
"from my own experience, when someone is trying very hard to get something, they dont. and when theyre running away from something as hard as they can, it usually catches up with them. im generalizing, of course.",Kafka on the Shore,37,"pursuit, avoidance, fate","frustration, inevitability, introspection","['pursuit', 'avoidance', 'fate']","['frustration', 'inevitability', 'introspection']",37,211,0.12333333333333334,0.1055,1,0,0,Kafka on the Shore
how can those who live in the light of day possibly comprehend the depths of night?,Wind/ Pinball: Two Novels,16,"light vs. night, understanding","mystery, perspective, contemplation","['light vs. night', 'understanding']","['mystery', 'perspective', 'contemplation']",16,83,0.05333333333333334,0.0415,1,0,0,Wind/ Pinball: Two Novels
jean-jacques rousseau defined civilization as when people build fences. a very perceptive observation. and it s true,Kafka on the Shore,16,"civilization, boundaries, society","perception, truth, insight","['civilization', 'boundaries', 'society']","['perception', 'truth', 'insight']",17,116,0.056666666666666664,0.058,1,0,0,Kafka on the Shore
"music has that power to revive memories, sometimes so intensely that they hurt.",Yesterday,13,"memory, music, intensity","revival, hurt, intensity","['memory', 'music', 'intensity']","['revival', 'hurt', 'intensity']",13,79,0.043333333333333335,0.0395,1,0,0,Yesterday
"had i done the right thing by not telling her? maybe not. who on earth wanted the right thing anyway? yet what meaning could there be if nothing was right? if nothing was fair? fairness is a concept that holds only in limited situations. yet we want the concept to extend to everything, in and out of phase.",Hard-Boiled Wonderland and the End of the World,58,"fairness, meaning, right, concept","uncertainty, existential, contemplation, moral","['fairness', 'meaning', 'right', 'concept']","['uncertainty', 'existential', 'contemplation', 'moral']",58,307,0.19333333333333333,0.1535,1,0,0,Hard-Boiled Wonderland and the End of the World
"is that what you see in my eyes, that you know nothing about me? nothing is written in your eyes. i replied. it is written in my eyes and i see the reflection in yours","South of the Border, West of the Sun",35,"reflection, perception, hidden truths","connection, introspection, revelation, empathy","['reflection', 'perception', 'hidden truths']","['connection', 'introspection', 'revelation', 'empathy']",35,167,0.11666666666666667,0.0835,1,0,0,"South of the Border, West of the Sun"
"listen--god only exists in peoples minds. especially in japan, gods always been kind of a flexible concept. look at what happened after the war. douglas macarthur ordered the divine emperor to quit being god, and he did, making a speech saying he was just an ordinary person. so after 1946 he wasnt god anymore. thats what japanese gods are like--they can be tweaked and adjusted. some american comping on a cheap pipe gives the order and presto change-o--gods no longer god. a very postmodern kind of thing. if you think gods there, he is. if you dont, he isnt. pages 286-287",Kafka on the Shore,101,"flexibility, perception, transformation","questioning, disillusionment, introspection","['flexibility', 'perception', 'transformation']","['questioning', 'disillusionment', 'introspection']",101,576,0.33666666666666667,0.288,0,1,0,Kafka on the Shore
"ever since that happened to me, i havent been able to give myself to anyone in this world.",Sputnik Sweetheart,18,"isolation, emotional detachment","melancholy, introspection","['isolation', 'emotional detachment']","['melancholy', 'introspection']",18,90,0.06,0.045,1,0,0,Sputnik Sweetheart
"i spent thirty-three years in another mans shadow. i went everywhere he went, i helped him with everything he did. i was in a sense a part of him. when you live like that for a long time, you gradually lose track of what it is you yourself really want out of life",After the Quake,53,"identity, self-discovery","introspection, realization","['identity', 'self-discovery']","['introspection', 'realization']",53,263,0.17666666666666667,0.1315,1,0,0,After the Quake
"like flowers scattered in a storm, a mans life is a long farewell.",Kafka on the Shore,13,"farewell, life, storm","melancholy, reflection, farewell","['farewell', 'life', 'storm']","['melancholy', 'reflection', 'farewell']",13,66,0.043333333333333335,0.033,1,0,0,Kafka on the Shore
"... shimamoto had her own little world within her. a world that was for her alone, one i could not enter.","South of the Border, West of the Sun",21,"isolation, exclusivity, personal world","longing, unattainable","['isolation', 'exclusivity', 'personal world']","['longing', 'unattainable']",21,105,0.07,0.0525,1,0,0,"South of the Border, West of the Sun"
the passage of time will usually extract the venom of most things and render them harmless,The Wind-Up Bird Chronicle,16,"time, transformation, healing","acceptance, relief, hope","['time', 'transformation', 'healing']","['acceptance', 'relief', 'hope']",16,90,0.05333333333333334,0.045,1,0,0,The Wind-Up Bird Chronicle
life is like a box of cookies.,Norwegian Wood,7,"life, unpredictability, choices","whimsical, contemplative, uncertainty","['life', 'unpredictability', 'choices']","['whimsical', 'contemplative', 'uncertainty']",7,30,0.023333333333333334,0.015,1,0,0,Norwegian Wood
"talent can be a nice thing to have sometimes. you look good, attract attention, and if you re lucky, you make some money. women flock to you. in that sense, having talent s preferable to having none. but talent only functions when it s supported by a tough, unyielding physical and mental focus. all it takes is one screw in your brain to come loose and fall off, or some connection in your body to break down, and your concentration vanishes, like the dew at dawn. if talent s the foundation you rely on, and yet it s so unreliable that you have no idea what s going to happen to it the next minute, what meaning does it have?",Colorless Tsukuru Tazaki and His Years of Pilgrimage,115,"talent, focus, support","ambition, success, struggle, determination","['talent', 'focus', 'support']","['ambition', 'success', 'struggle', 'determination']",120,627,0.4,0.3135,0,1,0,Colorless Tsukuru Tazaki and His Years of Pilgrimage
"i tried hard to forget, but there remained inside me a vague knot of air. and as time went by, the knot began to take on a clear and simple form, a form that i am able to put into words, like this death exists, not as the opposite but as a part of life. its a clich translated into words, but at the time i felt it not as words but as that knot of air inside me. death exists - in a paperweight, in four red and white balls on a pool table - and we go on living and breathing it into our lungs like fine dust.",Norwegian Wood,110,"life, death, existence","contemplation, acceptance, realization","['life', 'death', 'existence']","['contemplation', 'acceptance', 'realization']",110,509,0.36666666666666664,0.2545,0,1,0,Norwegian Wood
"what the world needs is a set villain that people can point at and say, it s all your fault!",What I Talk About When I Talk About Running,19,"responsibility, blame, society","frustration, scapegoating","['responsibility', 'blame', 'society']","['frustration', 'scapegoating']",20,92,0.06666666666666667,0.046,1,0,0,What I Talk About When I Talk About Running
whats nurtured slowly grows well.,Sputnik Sweetheart,5,"growth, nurturing, time","hope, encouragement, fulfillment","['growth', 'nurturing', 'time']","['hope', 'encouragement', 'fulfillment']",5,33,0.016666666666666666,0.0165,1,0,0,Sputnik Sweetheart
that sometimes in life we can t grasp the boundary between reality and unreality. than boundary always seems to be shifting. as if the border between countries shifts from one day to the next depending on their mood. we need to pay close attention to that movement otherwise we won t know which side we re on.,Killing Commendatore,54,"reality, unreality, shifting boundaries","confusion, uncertainty, awareness, introspection","['reality', 'unreality', 'shifting boundaries']","['confusion', 'uncertainty', 'awareness', 'introspection']",57,309,0.19,0.1545,1,0,0,Killing Commendatore
"this is the extent of his knowledge of the sea it was very big, it was salty, and fish lived there.",Kafka on the Shore,21,"knowledge, simplicity, sea","curiosity, wonder, simplicity","['knowledge', 'simplicity', 'sea']","['curiosity', 'wonder', 'simplicity']",21,99,0.07,0.0495,1,0,0,Kafka on the Shore
if i had to say anything it d be this whatever it is you re seeking won t come in the form you re expecting.,Kafka on the Shore,21,"expectation, seeking, form","surprise, realization","['expectation', 'seeking', 'form']","['surprise', 'realization']",25,108,0.08333333333333333,0.054,1,0,0,Kafka on the Shore
"as long as i stared at the clock, at least the world remained in motion. not a very consequential world, but in motion nonetheless. and as long as i knew the world was still in motion, i knew i existed. not a very consequential existence, but an existence nonetheless. it struck me as wanting that someone should confirm his own existence only by the hands of an electric wall clock. there had to be a more cognitive means of confirmation. but try as i might, nothing less facile came to mind.",A Wild Sheep Chase,91,"time, existence, motion","uncertainty, introspection, existential dread","['time', 'existence', 'motion']","['uncertainty', 'introspection', 'existential dread']",91,493,0.30333333333333334,0.2465,0,1,0,A Wild Sheep Chase
"it seems to me, though, that you always understand very well what i cant say very well. trouble is i end up being even worse at saying things well.",A Wild Sheep Chase,29,"communication, understanding, struggle","frustration, connection, empathy","['communication', 'understanding', 'struggle']","['frustration', 'connection', 'empathy']",29,147,0.09666666666666666,0.0735,1,0,0,A Wild Sheep Chase
"she was seriously in love, but she never made demands.",Norwegian Wood,10,"love, devotion, restraint","admiration, acceptance, understanding","['love', 'devotion', 'restraint']","['admiration', 'acceptance', 'understanding']",10,54,0.03333333333333333,0.027,1,0,0,Norwegian Wood
most everything you think you know about me is nothing more than memories,A Wild Sheep Chase,13,"memory, identity, perception","introspection, revelation, self-discovery","['memory', 'identity', 'perception']","['introspection', 'revelation', 'self-discovery']",13,73,0.043333333333333335,0.0365,1,0,0,A Wild Sheep Chase
"the silence grew deeper, so deep that if you listened carefully you might very well catch the sound of the earth revolving on its axis.",Kafka on the Shore,25,"silence, deep, earth revolving","contemplation, wonderment","['silence', 'deep', 'earth revolving']","['contemplation', 'wonderment']",25,135,0.08333333333333333,0.0675,1,0,0,Kafka on the Shore
"happiness is an allegory, unhappiness a story",Kafka on the Shore,7,"happiness, unhappiness, allegory, story","reflection, perspective, contemplation, insight","['happiness', 'unhappiness', 'allegory', 'story']","['reflection', 'perspective', 'contemplation', 'insight']",7,45,0.023333333333333334,0.0225,1,0,0,Kafka on the Shore
"everybody has some one thing they do not want to lose, began the man. you included. and we are professionals at finding out that very thing. humans by necessity must have a midway point between their desires and their pride. just as all objects must have a center of gravity. this is something we can pinpoint. only when it is gone do people realize it even existed.",A Wild Sheep Chase,67,"desire, pride, center of gravity","intrigue, introspection, manipulation","['desire', 'pride', 'center of gravity']","['intrigue', 'introspection', 'manipulation']",67,366,0.22333333333333333,0.183,1,0,0,A Wild Sheep Chase
"at my core, there is nothing. neither is it parched wastelands. at my core, there is love. ill go on loving that ten-year-old boy named tengo forever --- his strength, his intelligence, his kindness. he does not exist here, with me, but flesh that does not exist will never die, and promises unmade are never broken.",1Q84,56,"love, existence, promises","nostalgia, eternal, reflection","['love', 'existence', 'promises']","['nostalgia', 'eternal', 'reflection']",56,316,0.18666666666666668,0.158,1,0,0,1Q84
"the problem was, i think, that the places i fit in were always falling behind the rimes.","Pinball, 1973",17,"time, displacement, belonging","nostalgia, longing, introspection","['time', 'displacement', 'belonging']","['nostalgia', 'longing', 'introspection']",17,88,0.056666666666666664,0.044,1,0,0,"Pinball, 1973"
"i just want to think deeply about things. contemplate ideas in a pure, free sort of way. that s all. if you think about it, that s kind of like constructing a vacuum.",Colorless Tsukuru Tazaki and His Years of Pilgrimage,31,"contemplation, vacuum","introspection, clarity","['contemplation', 'vacuum']","['introspection', 'clarity']",33,166,0.11,0.083,1,0,0,Colorless Tsukuru Tazaki and His Years of Pilgrimage
"isnt life strange? there are people who have so many leftover clothes they cant stuff them all in their wardrobe. and then there are people like me, whose socks never match.",Sputnik Sweetheart,31,"mismatched, disparity, abundance","irony, reflection, acceptance","['mismatched', 'disparity', 'abundance']","['irony', 'reflection', 'acceptance']",31,173,0.10333333333333333,0.0865,1,0,0,Sputnik Sweetheart
"let the wind change direction a little bit, and their cries turned to whispers.",Norwegian Wood,14,"change, transformation, transition","quieting, introspection, relief","['change', 'transformation', 'transition']","['quieting', 'introspection', 'relief']",14,79,0.04666666666666667,0.0395,1,0,0,Norwegian Wood
having a drink in bed while listening to music and reading a book. as precious to me as a beautiful sunset or good clean air.,Hard-Boiled Wonderland and the End of the World,25,"solitude, appreciation, escape","comfort, tranquility, gratitude","['solitude', 'appreciation', 'escape']","['comfort', 'tranquility', 'gratitude']",25,125,0.08333333333333333,0.0625,1,0,0,Hard-Boiled Wonderland and the End of the World
"do you think music has the power to change people? like you listen to a piece and go through some major change inside? oshima nodded. sure, that can happen. we have an experience",Kafka on the Shore,32,"music, change, experience","transformation, introspection, emotional resonance","['music', 'change', 'experience']","['transformation', 'introspection', 'emotional resonance']",33,178,0.11,0.089,1,0,0,Kafka on the Shore
"people want to be bowled over by something special. nine times out of ten you can forget, but that tenth time, that peak experience, is what people want. thats what can move the world. thats art.","South of the Border, West of the Sun",36,"desire, significance, art","inspiration, aspiration, fulfillment","['desire', 'significance', 'art']","['inspiration', 'aspiration', 'fulfillment']",36,195,0.12,0.0975,1,0,0,"South of the Border, West of the Sun"
it s because of you when i m in bed in the morning that i can wind my spring and tell myself i have to live another good day.,Norwegian Wood,27,"Love, connection, support","Gratitude, motivation","['love', 'connection', 'support']","['gratitude', 'motivation']",29,125,0.09666666666666666,0.0625,1,0,0,Norwegian Wood
but we cannot simply sit and stare at our wounds forever.,1Q84,11,"healing, resilience, time","empowerment, moving forward, acceptance","['healing', 'resilience', 'time']","['empowerment', 'moving forward', 'acceptance']",11,57,0.03666666666666667,0.0285,1,0,0,1Q84
"what do you mean, playing really creatively? can you give me an example? hmm, lets see ... you send the music deep enough into your heart so that it makes your body undergo a kind of a physical shift, and simultaneously the listeners body also undergoes the same kind of physical shift. its giving birth to that kind of shared state. probably.",After Dark,62,"music, physical shift","connection, transformation","['music', 'physical shift']","['connection', 'transformation']",62,343,0.20666666666666667,0.1715,1,0,0,After Dark
"if you can love someone with your whole heart, even one person, then there s salvation in life. even if you can t get together with that person.",,26,"love, salvation, connection","hope, acceptance, resilience","['love', 'salvation', 'connection']","['hope', 'acceptance', 'resilience']",28,144,0.09333333333333334,0.072,1,0,0,
"youre walking through a field all by yourself one day in spring and this sweet little bear cub with velvet fur and shiny little eyes comes walking along. and he says to you, hi, there, little lady. want to tumble with me? so you and the bear spend the whole day in each others arms, tumbling down this clover-covered hill. nice, huh?",Norwegian Wood,62,"nature, companionship, innocence","whimsical, comfort, nostalgia","['nature', 'companionship', 'innocence']","['whimsical', 'comfort', 'nostalgia']",62,333,0.20666666666666667,0.1665,1,0,0,Norwegian Wood
"at the entrance to the original tower, there is a stone into which jung carved some words with his own hand cold or not, god is present.",1Q84,27,"spirituality, presence, faith","contemplation, reassurance","['spirituality', 'presence', 'faith']","['contemplation', 'reassurance']",27,136,0.09,0.068,1,0,0,1Q84
"think it over carefully. this is very important, i say, because to believe something, whatever it might be, is the doing of the mind. do you follow? when you say you believe, you allow the possibility of disappointment. and from disappointment or betrayal, there may come despair. such is the way of the mind.",Hard-Boiled Wonderland and the End of the World,54,"belief, disappointment, despair","reflection, caution","['belief', 'disappointment', 'despair']","['reflection', 'caution']",54,309,0.18,0.1545,1,0,0,Hard-Boiled Wonderland and the End of the World
"the better you were able to imagine what you wanted to imagine, the farther you could flee from reality.",The Wind-Up Bird Chronicle,19,"imagination, reality, escapism","detachment, longing, freedom","['imagination', 'reality', 'escapism']","['detachment', 'longing', 'freedom']",19,104,0.06333333333333334,0.052,1,0,0,The Wind-Up Bird Chronicle
"suicides? heart attacks? the papers didnt seem interested. the world was full of ways to die, too many to cover. newsworthy deaths had to be exceptional. most people go unobserved.",Dance Dance Dance,30,"mortality, insignificance","indifference, overlooked","['mortality', 'insignificance']","['indifference', 'overlooked']",30,180,0.1,0.09,1,0,0,Dance Dance Dance
"where are you now? where was i now? gripping the receiver, i raised my hand and turned to see what lay beyond the telephone booth. where was i now? i had no idea. no idea at all. where was this place? all that flashed into my eyes were the countless shapes of people walking by to nowhere. again and again, i called out for midori from the dead center of this place that was no place.",Norwegian Wood,76,"identity, disorientation, uncertainty","confusion, introspection, existential angst","['identity', 'disorientation', 'uncertainty']","['confusion', 'introspection', 'existential angst']",76,384,0.25333333333333335,0.192,1,0,0,Norwegian Wood
"im alone inside the world of the story, my favorite feeling in the world.",Kafka on the Shore,14,"isolation, escapism","solace, immersion","['isolation', 'escapism']","['solace', 'immersion']",14,73,0.04666666666666667,0.0365,1,0,0,Kafka on the Shore
a theory is a battlefield in your head.,Kafka on the Shore,8,"battle, theory, mind","conflict, introspection, intellectual turmoil","['battle', 'theory', 'mind']","['conflict', 'introspection', 'intellectual turmoil']",8,39,0.02666666666666667,0.0195,1,0,0,Kafka on the Shore
"tobacco s a killer, kafuku said. being alive is a killer, if you think about it, misaki said.",Men Without Women: Stories,17,"mortality, perspective","contemplation, acceptance","['mortality', 'perspective']","['contemplation', 'acceptance']",18,93,0.06,0.0465,1,0,0,Men Without Women: Stories
"of course, theyre not clowning around trying to make me laugh. theyre doing their best to live very serious lives, and they just happen to fall down sometimes. i think thats cool.",The Wind-Up Bird Chronicle,32,"seriousness, resilience, vulnerability","empathy, admiration, acceptance","['seriousness', 'resilience', 'vulnerability']","['empathy', 'admiration', 'acceptance']",32,179,0.10666666666666667,0.0895,1,0,0,The Wind-Up Bird Chronicle
but maybe that s the way it should be. maybe working on the little things as dutifully and honestly as we can is how we stay sane when the world is falling apart.,سامسای عاشق,32,"duty, sanity, world falling apart","reflection, motivation, resilience","['duty', 'sanity', 'world falling apart']","['reflection', 'motivation', 'resilience']",33,162,0.11,0.081,1,0,0,سامسای عاشق
"no one in my family, not one of my friends or classmates realized that i was going through life asleep. it was literally true i was going through life asleep. my body had no more feeling than a drowned corpse. my very existence, my life in the world, seemed like a hallucination. a strong wind would make me think my body was about to be blown to the end of the earth, to some land i had never seen or heard of, where my mind and body would separate forever. hold tight, i would tell myself, but there was nothing for me to hold on to.",Sleep,106,"sleep, detachment, existence","isolation, detachment, disillusionment","['sleep', 'detachment', 'existence']","['isolation', 'detachment', 'disillusionment']",106,535,0.35333333333333333,0.2675,0,1,0,Sleep
"shimamoto was in charge of the records. shed take one from its jacket, place it carefully on the turntable without touching the grooves with her fingers, and, after making sure to brush the cartridge free of any dust with a tiny brush, lower the needle ever so gently onto the record. when the record was finished, shed spray it and wipe it with a felt cloth. finally shed return the record to its jacket and its proper place on the shelf. her father had taught her this procedure, and she followed his instructions with a terribly serious look on her face, her eyes narrowed, her breath held in check. meanwhile, i was on the sofa, watching her every move. only when the record was safely back on the shelf did she turn to me and give a little smile. and every time, this thought hit me it wasnt a record she was handling. it was a fragile soul inside a glass bottle.","South of the Border, West of the Sun",162,"music, connection, care","nostalgia, intimacy, precision","['music', 'connection', 'care']","['nostalgia', 'intimacy', 'precision']",162,868,0.54,0.434,0,1,0,"South of the Border, West of the Sun"
"from now on, little by little, you must prepare yourself to face death. if you devote all of your future energy to living, you will not be able to die well. you must begin to shift gears, a little at a time. living and dying are, in a sense, of equal value.",After the Quake,52,"life, death, preparation, value","acceptance, transition, contemplation, equanimity","['life', 'death', 'preparation', 'value']","['acceptance', 'transition', 'contemplation', 'equanimity']",52,257,0.17333333333333334,0.1285,1,0,0,After the Quake
"sometimes when i think of life, i feel like a piece of driftwood washed up on shore.",What I Talk About When I Talk About Running,17,"driftwood, life, washed up","reflection, feeling, metaphor, contemplation","['driftwood', 'life', 'washed up']","['reflection', 'feeling', 'metaphor', 'contemplation']",17,84,0.056666666666666664,0.042,1,0,0,What I Talk About When I Talk About Running
spending plenty of time on something can be the most sophisticated form of revenge.,The Wind-Up Bird Chronicle,14,"time, revenge, sophistication","contemplation, empowerment, satisfaction","['time', 'revenge', 'sophistication']","['contemplation', 'empowerment', 'satisfaction']",14,83,0.04666666666666667,0.0415,1,0,0,The Wind-Up Bird Chronicle
"okay, let s put it this way. i would like to sleep with you. but it s alright if i don t sleep with you. what i m saying is i d like to be as fair as possible. i don t want to force anything on anybody, any more than i d want anything forced on me. it s enough that i feel your presence or see your commas swirling around me.",The Elephant Vanishes,65,"desire, fairness, presence","honesty, consent, connection, respect","['desire', 'fairness', 'presence']","['honesty', 'consent', 'connection', 'respect']",73,325,0.24333333333333335,0.1625,1,0,0,The Elephant Vanishes
